시군구,행정동,합계,0~4세,5~9세,10~14세,15~19세,20~24세,25~29세,30~34세,35~39세,40~44세,45~49세,50~54세,55~59세,60~64세,65~69세,70~74세,75~79세,80~84세,85~89세,90~94세,95~99세,100세 이상
강서구,방화3동,21671,504,494,586,692,768,1103,1767,1575,1668,1456,1617,1602,1851,2016,1483,1074,748,446,175,43,3
구로구,소계,388169,9578,11488,13591,13932,18719,29589,32927,28061,29300,27158,31507,29869,30423,28498,20545,15650,10346,5024,1536,375,53
구로구,신도림동,36001,1223,1636,1916,1692,1754,2343,2819,3055,3389,3032,3019,2430,2237,2006,1437,1006,568,311,98,26,4
구로구,구로1동,20398,698,784,934,931,938,1389,1909,1718,1795,1614,1662,1364,1367,1431,804,501,301,172,68,17,1
구로구,구로2동,22133,286,319,505,613,919,1727,1670,1102,1225,1327,1971,2165,2213,1991,1417,1241,897,403,118,21,3
구로구,구로3동,22960,420,448,630,639,1275,2881,2581,2010,1929,1708,1761,1398,1401,1300,960,754,498,263,82,22,-
구로구,구로4동,18203,249,260,357,486,810,1456,1608,1158,1112,1116,1481,1519,1680,1495,1218,981,712,396,90,16,3
구로구,구로5동,28993,754,702,610,723,1506,3210,3332,2465,2122,1692,2168,2142,2176,1814,1321,1083,697,341,104,29,2
구로구,가리봉동,8737,76,92,103,123,363,1177,1012,530,431,421,677,820,832,761,484,393,229,155,45,10,3
구로구,고척1동,26480,906,802,828,993,1395,1760,2683,2439,1958,1679,2073,1947,1918,1813,1330,935,616,283,93,25,4
구로구,고척2동,25420,489,704,928,1017,1305,1638,1667,1361,1602,1772,2369,2316,2229,2060,1463,1141,818,411,100,25,5
구로구,개봉1동,33088,1013,872,1010,1073,1525,2225,2721,2436,2377,2148,2653,2717,2886,2649,1873,1407,913,410,141,32,7
구로구,개봉2동,29197,678,866,902,1033,1386,1709,1906,1900,2204,1998,2387,2334,2456,2564,1939,1489,901,397,119,26,3
구로구,개봉3동,19304,317,477,568,655,843,1203,1322,1143,1337,1361,1635,1727,1790,1733,1313,903,592,283,86,14,2
구로구,오류1동,22577,478,461,472,588,1323,2604,2673,1859,1563,1392,1575,1475,1558,1534,1132,859,607,307,86,26,5
구로구,오류2동,36108,728,1112,2024,1775,1730,2172,2346,1961,2701,2876,3144,2790,2705,2602,1928,1660,1118,490,186,54,6
구로구,수궁동,22399,482,527,801,963,1085,1384,1557,1310,1541,1662,1905,1837,2050,1928,1326,950,685,289,88,25,4
구로구,항동,16171,781,1426,1003,628,562,711,1121,1614,2014,1360,1027,888,925,817,600,347,194,113,32,7,1
금천구,소계,225159,4099,4927,5885,6540,10779,22791,23016,15502,14607,13728,17575,18826,19847,17033,11508,8644,5890,2860,899,168,35
금천구,가산동,24875,293,238,237,347,1531,5310,4595,2317,1651,1172,1361,1316,1428,1172,749,585,347,159,51,11,5
금천구,독산1동,47155,1415,1327,1259,1076,2357,6004,6446,4274,3695,2845,3186,3118,3238,2549,1655,1254,890,410,129,25,3
금천구,독산2동,17489,246,376,438,523,757,1444,1457,1023,1030,1041,1455,1805,1814,1523,1046,725,467,227,72,15,5
금천구,독산3동,22986,317,389,462,582,1013,2208,2222,1472,1323,1302,1863,2142,2344,1996,1317,928,653,320,102,28,3
금천구,독산4동,14153,180,233,341,423,614,1090,1191,782,808,824,1195,1546,1598,1249,853,625,393,152,45,11,-
금천구,시흥1동,31714,528,727,917,1051,1461,2642,2763,2116,2058,2103,2632,2724,2887,2465,1687,1358,937,454,170,28,6
금천구,시흥2동,20221,460,667,917,975,988,1028,1133,1062,1361,1514,1815,1721,1807,1757,1097,870,618,317,94,15,5
금천구,시흥3동,10154,131,231,287,304,438,702,720,596,592,631,873,942,1021,966,705,461,342,168,36,8,-
금천구,시흥4동,18762,262,388,545,656,826,1211,1276,1002,1084,1193,1607,1868,1985,1781,1219,893,574,292,86,10,4
금천구,시흥5동,17650,267,351,482,603,794,1152,1213,858,1005,1103,1588,1644,1725,1575,1180,945,669,361,114,17,4
영등포구,소계,373773,9834,10954,11209,11355,18292,37086,41507,31376,28352,24481,27995,26751,26013,23433,16273,12808,9080,4988,1609,317,60
영등포구,영등포본동,20480,513,575,518,528,977,1574,1754,1517,1468,1294,1643,1760,1769,1637,1108,828,588,317,91,17,4
영등포구,영등포동,31272,552,463,393,422,1686,6283,6044,3221,2101,1516,1687,1644,1536,1407,917,616,434,226,92,29,3
영등포구,여의동,33905,961,1324,1536,1400,1572,2020,2607,2477,2810,2577,2796,2604,2393,2089,1494,1306,963,671,246,49,10
영등포구,당산1동,21187,532,409,436,462,1025,2511,3189,2006,1500,1234,1411,1381,1335,1315,900,687,478,264,94,18,-
영등포구,당산2동,36425,1045,1198,1140,1118,1949,4513,4831,3462,2906,2311,2408,2239,2080,1817,1258,960,646,396,118,23,7
영등포구,도림동,17624,399,355,383,398,834,1683,1988,1433,1248,1084,1473,1369,1392,1184,858,668,513,276,70,12,4
영등포구,문래동,31512,1147,1487,1554,1428,1434,1904,2631,2834,3067,2716,2503,1998,1726,1671,1273,937,672,367,129,29,5
영등포구,양평1동,18202,581,508,507,493,865,2104,2517,2049,1549,1338,1223,987,911,810,631,497,369,201,49,12,1
영등포구,양평2동,22712,768,648,638,696,1220,2505,3207,2431,1836,1456,1587,1481,1290,1107,663,526,374,201,68,8,2
영등포구,신길1동,19089,283,354,368,483,1049,2388,2221,1412,1188,1169,1481,1417,1441,1279,829,745,550,299,109,21,3
영등포구,신길3동,15950,405,546,521,510,679,1137,1324,1089,1200,1059,1267,1353,1339,1277,834,639,490,203,61,12,5
영등포구,신길4동,11931,308,383,390,386,504,801,937,855,894,853,966,982,1028,978,592,506,330,168,54,13,3
영등포구,신길5동,9638,253,347,348,363,406,575,684,593,751,666,795,803,837,786,563,402,278,135,44,9,-
영등포구,신길6동,17921,442,414,460,558,935,1975,2016,1334,1158,1037,1332,1312,1357,1248,884,669,439,248,90,11,2
영등포구,신길7동,19637,746,1048,1018,802,974,1288,1584,1771,1879,1436,1547,1364,1261,1101,687,510,355,192,67,6,1
